pT,acc,classifier,blur
15.571348190307617,0.882639467716217,Latent Space Pooled Hybrid Classifier,0.1
15.637331008911133,0.5227145552635193,Latent Space Pooled Hybrid Classifier,0.1
15.73459243774414,0.13102543354034424,Latent Space Pooled Hybrid Classifier,0.1
15.73713493347168,0.9558619260787964,Latent Space Pooled Hybrid Classifier,0.1
15.7490873336792,0.8825341463088989,Latent Space Pooled Hybrid Classifier,0.1
15.8439302444458,0.10764694213867188,Latent Space Pooled Hybrid Classifier,0.1
15.848495483398438,0.7061014175415039,Latent Space Pooled Hybrid Classifier,0.1
15.851625442504883,0.8208876252174377,Latent Space Pooled Hybrid Classifier,0.1
15.857675552368164,0.9241206645965576,Latent Space Pooled Hybrid Classifier,0.1
15.912108421325684,0.9063174724578857,Latent Space Pooled Hybrid Classifier,0.1
15.921751022338867,0.8480339646339417,Latent Space Pooled Hybrid Classifier,0.1
15.946613311767578,0.7428637146949768,Latent Space Pooled Hybrid Classifier,0.1
15.960070610046387,0.5487182140350342,Latent Space Pooled Hybrid Classifier,0.1
15.992609977722168,0.9078189134597778,Latent Space Pooled Hybrid Classifier,0.1
16.06378936767578,0.4296632409095764,Latent Space Pooled Hybrid Classifier,0.1
16.08220100402832,0.9455613493919373,Latent Space Pooled Hybrid Classifier,0.1
16.09195327758789,0.8453140258789062,Latent Space Pooled Hybrid Classifier,0.1
16.103713989257812,0.8588725328445435,Latent Space Pooled Hybrid Classifier,0.1
16.148193359375,0.8691591024398804,Latent Space Pooled Hybrid Classifier,0.1
16.28713607788086,0.798332691192627,Latent Space Pooled Hybrid Classifier,0.1
16.337493896484375,0.09153950214385986,Latent Space Pooled Hybrid Classifier,0.1
16.34039878845215,0.8901553153991699,Latent Space Pooled Hybrid Classifier,0.1
16.424699783325195,0.9654264450073242,Latent Space Pooled Hybrid Classifier,0.1
16.4439697265625,0.7801119089126587,Latent Space Pooled Hybrid Classifier,0.1
16.450979232788086,0.9099578261375427,Latent Space Pooled Hybrid Classifier,0.1
16.475839614868164,0.8974369764328003,Latent Space Pooled Hybrid Classifier,0.1
16.49216651916504,0.7648463845252991,Latent Space Pooled Hybrid Classifier,0.1
16.518991470336914,0.9352288246154785,Latent Space Pooled Hybrid Classifier,0.1
16.528675079345703,0.9078549742698669,Latent Space Pooled Hybrid Classifier,0.1
16.635892868041992,0.8935312032699585,Latent Space Pooled Hybrid Classifier,0.1
16.638057708740234,0.8764259815216064,Latent Space Pooled Hybrid Classifier,0.1
16.645793914794922,0.9189258813858032,Latent Space Pooled Hybrid Classifier,0.1
16.67375946044922,0.9125098586082458,Latent Space Pooled Hybrid Classifier,0.1
16.690135955810547,0.8748912811279297,Latent Space Pooled Hybrid Classifier,0.1
16.70321273803711,0.8800795674324036,Latent Space Pooled Hybrid Classifier,0.1
16.707916259765625,0.8688898682594299,Latent Space Pooled Hybrid Classifier,0.1
16.7282772064209,0.6083472967147827,Latent Space Pooled Hybrid Classifier,0.1
16.79374885559082,0.9060799479484558,Latent Space Pooled Hybrid Classifier,0.1
16.817243576049805,0.8424733877182007,Latent Space Pooled Hybrid Classifier,0.1
16.834585189819336,0.9147101640701294,Latent Space Pooled Hybrid Classifier,0.1
16.889976501464844,0.8285947442054749,Latent Space Pooled Hybrid Classifier,0.1
16.890705108642578,0.8849330544471741,Latent Space Pooled Hybrid Classifier,0.1
16.9372615814209,0.8097485303878784,Latent Space Pooled Hybrid Classifier,0.1
16.958297729492188,0.9406186938285828,Latent Space Pooled Hybrid Classifier,0.1
16.971115112304688,0.8665434122085571,Latent Space Pooled Hybrid Classifier,0.1
17.043338775634766,0.9043486714363098,Latent Space Pooled Hybrid Classifier,0.1
17.046180725097656,0.8436900973320007,Latent Space Pooled Hybrid Classifier,0.1
17.046812057495117,0.9569888114929199,Latent Space Pooled Hybrid Classifier,0.1
17.057861328125,0.12382549047470093,Latent Space Pooled Hybrid Classifier,0.1
17.06549644470215,0.9291667938232422,Latent Space Pooled Hybrid Classifier,0.1
17.114116668701172,0.8987453579902649,Latent Space Pooled Hybrid Classifier,0.1
17.117176055908203,0.3584354519844055,Latent Space Pooled Hybrid Classifier,0.1
17.12118911743164,0.7950369119644165,Latent Space Pooled Hybrid Classifier,0.1
17.187108993530273,0.9651045203208923,Latent Space Pooled Hybrid Classifier,0.1
17.18911361694336,0.9146292209625244,Latent Space Pooled Hybrid Classifier,0.1
17.192792892456055,0.9219887256622314,Latent Space Pooled Hybrid Classifier,0.1
17.207927703857422,0.21754789352416992,Latent Space Pooled Hybrid Classifier,0.1
17.220399856567383,0.7758191823959351,Latent Space Pooled Hybrid Classifier,0.1
17.223270416259766,0.6424739360809326,Latent Space Pooled Hybrid Classifier,0.1
17.24334716796875,0.9503499269485474,Latent Space Pooled Hybrid Classifier,0.1
17.261184692382812,0.8940345048904419,Latent Space Pooled Hybrid Classifier,0.1
17.283679962158203,0.8138636350631714,Latent Space Pooled Hybrid Classifier,0.1
17.292917251586914,0.9734176397323608,Latent Space Pooled Hybrid Classifier,0.1
17.2995662689209,0.8250603675842285,Latent Space Pooled Hybrid Classifier,0.1
17.355224609375,0.9467746019363403,Latent Space Pooled Hybrid Classifier,0.1
17.370723724365234,0.7611657381057739,Latent Space Pooled Hybrid Classifier,0.1
17.415281295776367,0.6259312629699707,Latent Space Pooled Hybrid Classifier,0.1
17.444541931152344,0.7917571067810059,Latent Space Pooled Hybrid Classifier,0.1
17.49445915222168,0.1021454930305481,Latent Space Pooled Hybrid Classifier,0.1
17.5112361907959,0.8776301741600037,Latent Space Pooled Hybrid Classifier,0.1
17.513525009155273,0.7769088745117188,Latent Space Pooled Hybrid Classifier,0.1
17.522323608398438,0.8599583506584167,Latent Space Pooled Hybrid Classifier,0.1
17.582075119018555,0.22576260566711426,Latent Space Pooled Hybrid Classifier,0.1
17.70171356201172,0.9507481455802917,Latent Space Pooled Hybrid Classifier,0.1
17.74197769165039,0.9358656406402588,Latent Space Pooled Hybrid Classifier,0.1
17.86849021911621,0.8884296417236328,Latent Space Pooled Hybrid Classifier,0.1
17.903085708618164,0.41424059867858887,Latent Space Pooled Hybrid Classifier,0.1
17.90990447998047,0.8976975083351135,Latent Space Pooled Hybrid Classifier,0.1
17.971288681030273,0.13720756769180298,Latent Space Pooled Hybrid Classifier,0.1
17.99360466003418,0.5697595477104187,Latent Space Pooled Hybrid Classifier,0.1
17.99793243408203,0.2298310399055481,Latent Space Pooled Hybrid Classifier,0.1
18.06035804748535,0.7668212652206421,Latent Space Pooled Hybrid Classifier,0.1
18.07121467590332,0.18209636211395264,Latent Space Pooled Hybrid Classifier,0.1
18.190876007080078,0.9294092059135437,Latent Space Pooled Hybrid Classifier,0.1
18.202836990356445,0.9111765623092651,Latent Space Pooled Hybrid Classifier,0.1
18.235979080200195,0.4442020058631897,Latent Space Pooled Hybrid Classifier,0.1
18.245803833007812,0.8988000750541687,Latent Space Pooled Hybrid Classifier,0.1
18.252832412719727,0.1576288938522339,Latent Space Pooled Hybrid Classifier,0.1
18.29341697692871,0.9149980545043945,Latent Space Pooled Hybrid Classifier,0.1
18.309690475463867,0.7324914932250977,Latent Space Pooled Hybrid Classifier,0.1
18.328989028930664,0.4369739890098572,Latent Space Pooled Hybrid Classifier,0.1
18.33568572998047,0.9315922856330872,Latent Space Pooled Hybrid Classifier,0.1
18.34026527404785,0.3904518485069275,Latent Space Pooled Hybrid Classifier,0.1
18.349069595336914,0.6217902898788452,Latent Space Pooled Hybrid Classifier,0.1
18.349763870239258,0.9076783061027527,Latent Space Pooled Hybrid Classifier,0.1
18.395557403564453,0.8741989731788635,Latent Space Pooled Hybrid Classifier,0.1
18.409130096435547,0.9498456716537476,Latent Space Pooled Hybrid Classifier,0.1
18.453323364257812,0.9154555797576904,Latent Space Pooled Hybrid Classifier,0.1
18.474910736083984,0.9485158324241638,Latent Space Pooled Hybrid Classifier,0.1
18.475173950195312,0.541174054145813,Latent Space Pooled Hybrid Classifier,0.1
18.518829345703125,0.9208629131317139,Latent Space Pooled Hybrid Classifier,0.1
18.524967193603516,0.6990216970443726,Latent Space Pooled Hybrid Classifier,0.1
18.58891487121582,0.9173684120178223,Latent Space Pooled Hybrid Classifier,0.1
18.607646942138672,0.8568699955940247,Latent Space Pooled Hybrid Classifier,0.1
18.611234664916992,0.8279049396514893,Latent Space Pooled Hybrid Classifier,0.1
18.62552261352539,0.6424990892410278,Latent Space Pooled Hybrid Classifier,0.1
18.776287078857422,0.937060534954071,Latent Space Pooled Hybrid Classifier,0.1
18.84978485107422,0.9579101800918579,Latent Space Pooled Hybrid Classifier,0.1
18.981121063232422,0.8845936059951782,Latent Space Pooled Hybrid Classifier,0.1
18.981361389160156,0.824548602104187,Latent Space Pooled Hybrid Classifier,0.1
19.021610260009766,0.8962468504905701,Latent Space Pooled Hybrid Classifier,0.1
19.029434204101562,0.8456122279167175,Latent Space Pooled Hybrid Classifier,0.1
19.059900283813477,0.9392488598823547,Latent Space Pooled Hybrid Classifier,0.1
19.12030029296875,0.8180389404296875,Latent Space Pooled Hybrid Classifier,0.1
19.155231475830078,0.5269315838813782,Latent Space Pooled Hybrid Classifier,0.1
19.16155433654785,0.8970605134963989,Latent Space Pooled Hybrid Classifier,0.1
19.165834426879883,0.8106994032859802,Latent Space Pooled Hybrid Classifier,0.1
19.176786422729492,0.8840346932411194,Latent Space Pooled Hybrid Classifier,0.1
19.24613380432129,0.9374120235443115,Latent Space Pooled Hybrid Classifier,0.1
19.266984939575195,0.9237218499183655,Latent Space Pooled Hybrid Classifier,0.1
19.293867111206055,0.34947431087493896,Latent Space Pooled Hybrid Classifier,0.1
19.31930923461914,0.9018024802207947,Latent Space Pooled Hybrid Classifier,0.1
19.321849822998047,0.8100104928016663,Latent Space Pooled Hybrid Classifier,0.1
19.323238372802734,0.8306751847267151,Latent Space Pooled Hybrid Classifier,0.1
19.323806762695312,0.701875627040863,Latent Space Pooled Hybrid Classifier,0.1
19.326995849609375,0.29514747858047485,Latent Space Pooled Hybrid Classifier,0.1
19.348995208740234,0.22252535820007324,Latent Space Pooled Hybrid Classifier,0.1
19.354415893554688,0.8622575402259827,Latent Space Pooled Hybrid Classifier,0.1
19.387405395507812,0.8116561770439148,Latent Space Pooled Hybrid Classifier,0.1
19.541189193725586,0.8923746347427368,Latent Space Pooled Hybrid Classifier,0.1
19.541915893554688,0.8708164095878601,Latent Space Pooled Hybrid Classifier,0.1
19.543113708496094,0.9170626997947693,Latent Space Pooled Hybrid Classifier,0.1
19.543699264526367,0.3287467956542969,Latent Space Pooled Hybrid Classifier,0.1
19.556406021118164,0.9285911917686462,Latent Space Pooled Hybrid Classifier,0.1
19.55859375,0.9040610790252686,Latent Space Pooled Hybrid Classifier,0.1
19.56511116027832,0.9123173356056213,Latent Space Pooled Hybrid Classifier,0.1
19.694011688232422,0.8705376982688904,Latent Space Pooled Hybrid Classifier,0.1
19.745534896850586,0.6683116555213928,Latent Space Pooled Hybrid Classifier,0.1
19.752639770507812,0.2094583511352539,Latent Space Pooled Hybrid Classifier,0.1
19.792531967163086,0.08595597743988037,Latent Space Pooled Hybrid Classifier,0.1
19.80835723876953,0.872167706489563,Latent Space Pooled Hybrid Classifier,0.1
19.823646545410156,0.8238595724105835,Latent Space Pooled Hybrid Classifier,0.1
19.84189224243164,0.7469899654388428,Latent Space Pooled Hybrid Classifier,0.1
19.84416389465332,0.7443690896034241,Latent Space Pooled Hybrid Classifier,0.1
19.84497833251953,0.8121933937072754,Latent Space Pooled Hybrid Classifier,0.1
19.85488510131836,0.9541642665863037,Latent Space Pooled Hybrid Classifier,0.1
19.890663146972656,0.6972554326057434,Latent Space Pooled Hybrid Classifier,0.1
19.89326286315918,0.88802170753479,Latent Space Pooled Hybrid Classifier,0.1
19.912748336791992,0.749065637588501,Latent Space Pooled Hybrid Classifier,0.1
19.977828979492188,0.9213546514511108,Latent Space Pooled Hybrid Classifier,0.1
20.117616653442383,0.7745369076728821,Latent Space Pooled Hybrid Classifier,0.1
20.126075744628906,0.4867634177207947,Latent Space Pooled Hybrid Classifier,0.1
20.18035125732422,0.8600961565971375,Latent Space Pooled Hybrid Classifier,0.1
20.20195960998535,0.5420902371406555,Latent Space Pooled Hybrid Classifier,0.1
20.225372314453125,0.37515413761138916,Latent Space Pooled Hybrid Classifier,0.1
20.231691360473633,0.08735209703445435,Latent Space Pooled Hybrid Classifier,0.1
20.27434730529785,0.9228523969650269,Latent Space Pooled Hybrid Classifier,0.1
20.29816436767578,0.8971876502037048,Latent Space Pooled Hybrid Classifier,0.1
20.327556610107422,0.9053627848625183,Latent Space Pooled Hybrid Classifier,0.1
20.328218460083008,0.9573637247085571,Latent Space Pooled Hybrid Classifier,0.1
20.353120803833008,0.7218578457832336,Latent Space Pooled Hybrid Classifier,0.1
20.35489845275879,0.9133670926094055,Latent Space Pooled Hybrid Classifier,0.1
20.409820556640625,0.19602668285369873,Latent Space Pooled Hybrid Classifier,0.1
20.417882919311523,0.48250502347946167,Latent Space Pooled Hybrid Classifier,0.1
20.448331832885742,0.1641361117362976,Latent Space Pooled Hybrid Classifier,0.1
20.49709701538086,0.8260044455528259,Latent Space Pooled Hybrid Classifier,0.1
20.57406234741211,0.7463335990905762,Latent Space Pooled Hybrid Classifier,0.1
20.620166778564453,0.8126500248908997,Latent Space Pooled Hybrid Classifier,0.1
20.620220184326172,0.8626376390457153,Latent Space Pooled Hybrid Classifier,0.1
20.67158317565918,0.9581854343414307,Latent Space Pooled Hybrid Classifier,0.1
20.682130813598633,0.8656288385391235,Latent Space Pooled Hybrid Classifier,0.1
20.693862915039062,0.7542283535003662,Latent Space Pooled Hybrid Classifier,0.1
20.705350875854492,0.669479250907898,Latent Space Pooled Hybrid Classifier,0.1
20.72837257385254,0.5292870998382568,Latent Space Pooled Hybrid Classifier,0.1
20.740018844604492,0.8987677097320557,Latent Space Pooled Hybrid Classifier,0.1
20.780227661132812,0.5245498418807983,Latent Space Pooled Hybrid Classifier,0.1
20.83998680114746,0.8782273530960083,Latent Space Pooled Hybrid Classifier,0.1
20.862415313720703,0.9116894602775574,Latent Space Pooled Hybrid Classifier,0.1
20.867387771606445,0.8224319219589233,Latent Space Pooled Hybrid Classifier,0.1
20.871292114257812,0.44057756662368774,Latent Space Pooled Hybrid Classifier,0.1
20.872243881225586,0.7922539114952087,Latent Space Pooled Hybrid Classifier,0.1
20.8748779296875,0.9039909839630127,Latent Space Pooled Hybrid Classifier,0.1
20.90328025817871,0.968999981880188,Latent Space Pooled Hybrid Classifier,0.1
20.919565200805664,0.8347183465957642,Latent Space Pooled Hybrid Classifier,0.1
20.960275650024414,0.907452404499054,Latent Space Pooled Hybrid Classifier,0.1
20.960613250732422,0.7814249396324158,Latent Space Pooled Hybrid Classifier,0.1
21.034543991088867,0.7718327045440674,Latent Space Pooled Hybrid Classifier,0.1
21.049922943115234,0.7435750961303711,Latent Space Pooled Hybrid Classifier,0.1
21.05438804626465,0.9674919247627258,Latent Space Pooled Hybrid Classifier,0.1
21.05550193786621,0.871090829372406,Latent Space Pooled Hybrid Classifier,0.1
21.056493759155273,0.2833160161972046,Latent Space Pooled Hybrid Classifier,0.1
21.093017578125,0.8523025512695312,Latent Space Pooled Hybrid Classifier,0.1
21.094453811645508,0.12635904550552368,Latent Space Pooled Hybrid Classifier,0.1
21.149324417114258,0.9604062438011169,Latent Space Pooled Hybrid Classifier,0.1
21.1638126373291,0.31834524869918823,Latent Space Pooled Hybrid Classifier,0.1
21.177345275878906,0.565583348274231,Latent Space Pooled Hybrid Classifier,0.1
21.18621253967285,0.23008877038955688,Latent Space Pooled Hybrid Classifier,0.1
21.18731117248535,0.8396881222724915,Latent Space Pooled Hybrid Classifier,0.1
21.191614151000977,0.8137930631637573,Latent Space Pooled Hybrid Classifier,0.1
21.202068328857422,0.8749784231185913,Latent Space Pooled Hybrid Classifier,0.1
21.216066360473633,0.8889138698577881,Latent Space Pooled Hybrid Classifier,0.1
21.238452911376953,0.9678608179092407,Latent Space Pooled Hybrid Classifier,0.1
21.267261505126953,0.9250040054321289,Latent Space Pooled Hybrid Classifier,0.1
21.287151336669922,0.8965889811515808,Latent Space Pooled Hybrid Classifier,0.1
21.318391799926758,0.9042365550994873,Latent Space Pooled Hybrid Classifier,0.1
21.321430206298828,0.8984608054161072,Latent Space Pooled Hybrid Classifier,0.1
21.369064331054688,0.4782435894012451,Latent Space Pooled Hybrid Classifier,0.1
21.369525909423828,0.9486976265907288,Latent Space Pooled Hybrid Classifier,0.1
21.370264053344727,0.9206653237342834,Latent Space Pooled Hybrid Classifier,0.1
21.39446258544922,0.7564057111740112,Latent Space Pooled Hybrid Classifier,0.1
21.412765502929688,0.3154475688934326,Latent Space Pooled Hybrid Classifier,0.1
21.41461181640625,0.7469906806945801,Latent Space Pooled Hybrid Classifier,0.1
21.439584732055664,0.6676070690155029,Latent Space Pooled Hybrid Classifier,0.1
21.443269729614258,0.15516018867492676,Latent Space Pooled Hybrid Classifier,0.1
21.455169677734375,0.7902635335922241,Latent Space Pooled Hybrid Classifier,0.1
21.457353591918945,0.21953606605529785,Latent Space Pooled Hybrid Classifier,0.1
21.497486114501953,0.9477096199989319,Latent Space Pooled Hybrid Classifier,0.1
21.503278732299805,0.12495410442352295,Latent Space Pooled Hybrid Classifier,0.1
21.505355834960938,0.9210726618766785,Latent Space Pooled Hybrid Classifier,0.1
21.518022537231445,0.9467605352401733,Latent Space Pooled Hybrid Classifier,0.1
21.532381057739258,0.5478354692459106,Latent Space Pooled Hybrid Classifier,0.1
21.54428482055664,0.9297239780426025,Latent Space Pooled Hybrid Classifier,0.1
21.547042846679688,0.8476691246032715,Latent Space Pooled Hybrid Classifier,0.1
21.548831939697266,0.7495567798614502,Latent Space Pooled Hybrid Classifier,0.1
21.56184959411621,0.8449187278747559,Latent Space Pooled Hybrid Classifier,0.1
21.569238662719727,0.9111477732658386,Latent Space Pooled Hybrid Classifier,0.1
21.579368591308594,0.8426646590232849,Latent Space Pooled Hybrid Classifier,0.1
21.587900161743164,0.2423861026763916,Latent Space Pooled Hybrid Classifier,0.1
21.591516494750977,0.898589015007019,Latent Space Pooled Hybrid Classifier,0.1
21.59514617919922,0.17063605785369873,Latent Space Pooled Hybrid Classifier,0.1
21.597944259643555,0.22055530548095703,Latent Space Pooled Hybrid Classifier,0.1
21.61733627319336,0.9578368067741394,Latent Space Pooled Hybrid Classifier,0.1
21.620973587036133,0.8315169811248779,Latent Space Pooled Hybrid Classifier,0.1
21.645584106445312,0.9489383101463318,Latent Space Pooled Hybrid Classifier,0.1
21.6790714263916,0.8133767247200012,Latent Space Pooled Hybrid Classifier,0.1
21.689037322998047,0.9632084369659424,Latent Space Pooled Hybrid Classifier,0.1
21.721893310546875,0.7612378597259521,Latent Space Pooled Hybrid Classifier,0.1
21.732290267944336,0.9272866249084473,Latent Space Pooled Hybrid Classifier,0.1
21.751422882080078,0.4919933080673218,Latent Space Pooled Hybrid Classifier,0.1
21.7803897857666,0.8970077037811279,Latent Space Pooled Hybrid Classifier,0.1
21.790176391601562,0.9444071650505066,Latent Space Pooled Hybrid Classifier,0.1
21.796180725097656,0.8787981271743774,Latent Space Pooled Hybrid Classifier,0.1
21.806941986083984,0.8382853865623474,Latent Space Pooled Hybrid Classifier,0.1
21.829605102539062,0.848158061504364,Latent Space Pooled Hybrid Classifier,0.1
21.86690330505371,0.9205396175384521,Latent Space Pooled Hybrid Classifier,0.1
21.87644386291504,0.8218170404434204,Latent Space Pooled Hybrid Classifier,0.1
21.891340255737305,0.8589518666267395,Latent Space Pooled Hybrid Classifier,0.1
21.8990478515625,0.8683379292488098,Latent Space Pooled Hybrid Classifier,0.1
21.945837020874023,0.117220938205719,Latent Space Pooled Hybrid Classifier,0.1
21.954010009765625,0.9564391374588013,Latent Space Pooled Hybrid Classifier,0.1
21.95608901977539,0.9016047716140747,Latent Space Pooled Hybrid Classifier,0.1
21.97809600830078,0.8714879751205444,Latent Space Pooled Hybrid Classifier,0.1
22.015708923339844,0.4454162120819092,Latent Space Pooled Hybrid Classifier,0.1
22.024560928344727,0.934851884841919,Latent Space Pooled Hybrid Classifier,0.1
22.031160354614258,0.946781575679779,Latent Space Pooled Hybrid Classifier,0.1
22.038259506225586,0.890198290348053,Latent Space Pooled Hybrid Classifier,0.1
22.070444107055664,0.9057703018188477,Latent Space Pooled Hybrid Classifier,0.1
22.078054428100586,0.9644062519073486,Latent Space Pooled Hybrid Classifier,0.1
22.088064193725586,0.8602296710014343,Latent Space Pooled Hybrid Classifier,0.1
22.10711669921875,0.8576500415802002,Latent Space Pooled Hybrid Classifier,0.1
22.12287712097168,0.3112630248069763,Latent Space Pooled Hybrid Classifier,0.1
22.179487228393555,0.9525547623634338,Latent Space Pooled Hybrid Classifier,0.1
22.186981201171875,0.9488634467124939,Latent Space Pooled Hybrid Classifier,0.1
22.239763259887695,0.8591542840003967,Latent Space Pooled Hybrid Classifier,0.1
22.259614944458008,0.9149245023727417,Latent Space Pooled Hybrid Classifier,0.1
22.279064178466797,0.4562520980834961,Latent Space Pooled Hybrid Classifier,0.1
22.30058479309082,0.841829240322113,Latent Space Pooled Hybrid Classifier,0.1
22.306127548217773,0.763289749622345,Latent Space Pooled Hybrid Classifier,0.1
22.30814552307129,0.907199501991272,Latent Space Pooled Hybrid Classifier,0.1
22.40228271484375,0.16274213790893555,Latent Space Pooled Hybrid Classifier,0.1
