pT,general classifier proportion,label,classifier,blur
19.34788703918457,0.65639424,0.0,Latent Space Pooled Hybrid Classifier,0.1
48.9108772277832,0.79677045,1.0,Latent Space Pooled Hybrid Classifier,0.1
17.20511817932129,0.6466375,0.0,Latent Space Pooled Hybrid Classifier,0.1
26.53781509399414,0.6956727,0.0,Latent Space Pooled Hybrid Classifier,0.1
25.639650344848633,0.69075704,0.0,Latent Space Pooled Hybrid Classifier,0.1
28.723499298095703,0.7121182,0.0,Latent Space Pooled Hybrid Classifier,0.1
51.69562911987305,0.8020222,1.0,Latent Space Pooled Hybrid Classifier,0.1
45.461570739746094,0.7695859,1.0,Latent Space Pooled Hybrid Classifier,0.1
44.2729377746582,0.7653043,0.0,Latent Space Pooled Hybrid Classifier,0.1
41.435813903808594,0.75760007,1.0,Latent Space Pooled Hybrid Classifier,0.1
14.255910873413086,0.6354184,1.0,Latent Space Pooled Hybrid Classifier,0.1
41.91908645629883,0.75748974,1.0,Latent Space Pooled Hybrid Classifier,0.1
34.69340896606445,0.70647734,0.0,Latent Space Pooled Hybrid Classifier,0.1
39.955810546875,0.75055283,0.0,Latent Space Pooled Hybrid Classifier,0.1
36.74277877807617,0.7292012,1.0,Latent Space Pooled Hybrid Classifier,0.1
16.598058700561523,0.6443409,1.0,Latent Space Pooled Hybrid Classifier,0.1
43.702816009521484,0.7606844,1.0,Latent Space Pooled Hybrid Classifier,0.1
37.82892990112305,0.740137,0.0,Latent Space Pooled Hybrid Classifier,0.1
19.184833526611328,0.6556839,0.0,Latent Space Pooled Hybrid Classifier,0.1
43.382144927978516,0.76137537,0.0,Latent Space Pooled Hybrid Classifier,0.1
37.58884811401367,0.7383494,1.0,Latent Space Pooled Hybrid Classifier,0.1
