dataset_size,dataset_proportion,final_auc
8000,0.1,0.7717045520928764
16000,0.2,0.7712684438719529
24000,0.3,0.7788323901648763
32000,0.4,0.7790149492149445
40000,0.5,0.7826291167796546
48000,0.6,0.7803237835203629
56000,0.7,0.7777049061857815
64000,0.8,0.7832188882714651
72000,0.9,0.7822215345401816
80000,1.0,0.7848374196979555
