dataset_size,dataset_proportion,final_auc
8000,0.1,0.7734005278864222
16000,0.2,0.773614468415545
24000,0.3,0.7779205432288081
32000,0.4,0.7800653701691833
40000,0.5,0.7785601970405008
48000,0.6,0.7787781646920671
56000,0.7,0.7831229009091096
64000,0.8,0.7841341273525024
72000,0.9,0.7858815382019341
80000,1.0,0.7860198116572181
