id_0,mother1_0,mother2_0,color1_0,color2_0,px_0,py_0,pz_0,energy_0,mass_0,lifetime_0,spin_0,id_1,mother1_1,mother2_1,color1_1,color2_1,px_1,py_1,pz_1,energy_1,mass_1,lifetime_1,spin_1,n,muon_inv_mass,pT
-13.0,3.0,3.0,0.0,0.0,15.946387378,34.944959164,120.40741536,126.38585013,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,-15.946387378,-34.944959164,33.458997136,50.94057254,0.0,0.0,1.0,5,88.146396877866,38.41142331888868
-13.0,3.0,3.0,0.0,0.0,-14.055028509,-0.44690271091,67.674767633,69.120313386,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,14.055028509,0.44690271091,-36.885910114,39.475484967,0.0,0.0,1.0,5,104.13977949179726,14.062131716842275
-13.0,3.0,3.0,0.0,0.0,35.780715623,19.365085769,30.700721879,50.968622516,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-35.780715623,-19.365085769,21.984512064,46.244836772,0.0,0.0,-1.0,5,81.69897668337708,40.68496229978249
-13.0,3.0,3.0,0.0,0.0,24.797841388,-33.85827859,0.80079971256,41.975674465,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-24.797841388,33.85827859,-37.062977051,55.99089421,0.0,0.0,-1.0,5,91.00825826609923,41.968035057439344
-13.0,3.0,3.0,0.0,0.0,-45.263952478,14.404435736,-89.515751188,101.33796363,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,45.263952478,-14.404435736,-87.586477771,99.637865549,0.0,0.0,-1.0,5,95.0057072598301,47.500664866959454
-13.0,3.0,3.0,0.0,0.0,-5.2351440561,-46.01601697,-40.553228965,61.558467578,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,5.2351440561,46.01601697,-54.434632758,71.470342063,0.0,0.0,-1.0,5,93.13415227398403,46.31285513841106
-13.0,3.0,3.0,0.0,0.0,-10.883828467,41.722831037,-78.783276262,89.811229646,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,10.883828467,-41.722831037,-30.331759485,52.718763124,0.0,0.0,-1.0,5,91.69900660828974,43.11904859619621
-13.0,3.0,3.0,0.0,0.0,-44.959821791,-9.7213259956,126.0272297,134.15942897,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,44.959821791,9.7213259956,131.78849693,139.58544938,0.0,0.0,-1.0,5,92.01798479156888,45.998801664730436
-13.0,3.0,3.0,0.0,0.0,-30.693240932,-33.951430367,125.1970651,133.30071182,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,30.693240932,33.951430367,99.34216376,109.37842641,0.0,0.0,1.0,5,92.06138623229603,45.7687083374116
-13.0,3.0,3.0,0.0,0.0,24.810993169,35.934545407,-87.005474801,97.349009142,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-24.810993169,-35.934545407,-166.68017998,172.30542456,0.0,0.0,-1.0,5,91.41718751679917,43.66780204727402
-13.0,3.0,3.0,0.0,0.0,26.703379655,-7.2180538995,-47.923084344,55.333469078,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-26.703379655,7.2180538995,27.908829696,39.29470145,0.0,0.0,-1.0,5,92.48740599866156,27.661720609809414
-13.0,3.0,3.0,0.0,0.0,30.428571793,9.925621585,-14.352665392,35.077271118,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-30.428571793,-9.925621585,-144.59427717,148.09429745,0.0,0.0,-1.0,5,91.03676719795028,32.00649848406372
-13.0,3.0,3.0,0.0,0.0,23.007885337,-37.750160825,82.454160712,93.558142611,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,-23.007885337,37.750160825,47.547418947,64.924529097,0.0,0.0,1.0,5,90.64406498977402,44.20901978096669
-13.0,3.0,3.0,0.0,0.0,39.574182281,21.533072129,173.47278204,179.22777465,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-39.574182281,-21.533072129,141.98752504,148.96390961,0.0,0.0,-1.0,5,90.52389891298118,45.05318078141133
-13.0,3.0,3.0,0.0,0.0,36.178188817,17.979994511,65.273263652,76.764187591,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,-36.178188817,-17.979994511,201.6731843,205.67988433,0.0,0.0,1.0,5,92.27268116363145,40.39977164160825
-13.0,3.0,3.0,0.0,0.0,12.056359227,30.41073334,107.14858186,112.03118805,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-12.056359227,-30.41073334,6.1766939624,33.291441068,0.0,0.0,-1.0,5,90.97278930287203,32.71342996518487
-13.0,3.0,3.0,0.0,0.0,1.0022492841,-44.108988812,54.185279483,69.875975201,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-1.0022492841,44.108988812,27.655830349,52.071607906,0.0,0.0,-1.0,5,90.40600514957612,44.12037395177675
-13.0,3.0,3.0,0.0,0.0,34.487033521,-32.727533377,-150.78751233,158.1054104,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-34.487033521,32.727533377,-125.37562295,134.0876346,0.0,0.0,-1.0,5,95.44997778256645,47.544157601341794
-13.0,3.0,3.0,0.0,0.0,-29.577322316,-21.605426958,-206.09565436,209.32518055,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,29.577322316,21.605426958,-47.018149596,59.60133271,0.0,0.0,-1.0,5,90.85632493725763,36.628028467582375
-13.0,3.0,3.0,0.0,0.0,-36.349610713,-25.204226066,-76.612924341,88.465176124,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,36.349610713,25.204226066,-81.125522941,92.400745035,0.0,0.0,1.0,5,88.49329740583356,44.23287477174277
-13.0,3.0,3.0,0.0,0.0,35.355353019,-28.6208889,-67.518281591,81.411759701,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-35.355353019,28.6208889,-36.345848941,58.225226525,0.0,0.0,-1.0,5,93.33129331104209,45.487979384934825
-13.0,3.0,3.0,0.0,0.0,-23.88089213,-25.632846192,-31.30885652,46.984937049,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,23.88089213,25.632846192,19.133108626,39.917610882,0.0,0.0,-1.0,5,86.04536013127905,35.03340995146525
-13.0,3.0,3.0,0.0,0.0,-41.585812824,-1.1096028877,147.1329866,152.90103594,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,41.585812824,1.1096028877,76.601861563,87.169124361,0.0,0.0,-1.0,5,87.04251595873811,41.60061353875872
-13.0,3.0,3.0,0.0,0.0,30.893671458,31.800213513,19.785790499,48.550489403,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-30.893671458,-31.800213513,-2.6049181087,44.412364427,0.0,0.0,-1.0,5,91.36142411393429,44.335905490101716
-13.0,3.0,3.0,0.0,0.0,45.09791741,8.9120658285,43.290989813,63.145521385,0.0,0.0,1.0,13.0,3.0,3.0,0.0,0.0,-45.09791741,-8.9120658285,16.403618967,48.809074846,0.0,0.0,-1.0,5,94.71211802007697,45.97006713123985
-13.0,3.0,3.0,0.0,0.0,42.209388168,-17.536259586,112.85420658,121.75887973,0.0,0.0,-1.0,13.0,3.0,3.0,0.0,0.0,-42.209388168,17.536259586,146.72819941,153.68252129,0.0,0.0,1.0,5,92.11373348368465,45.707251610488186
