dataset_size,dataset_proportion,final_auc
8000,0.1,0.7274856972961944
16000,0.2,0.7567492871580512
24000,0.3,0.7629950191306117
32000,0.4,0.7704988840560241
40000,0.5,0.7767498302822566
48000,0.6,0.7792961341782841
56000,0.7,0.781488022264401
64000,0.8,0.7859264897360726
72000,0.9,0.7879467069124496
80000,1.0,0.7893321693664167
