epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.5886923900455426,0.6949,0.7521347008418803,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
2,0.5861205037232418,0.69925,0.7502234294730141,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
3,0.5850936189578597,0.6953,0.7491078799181113,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
4,0.5823433528280562,0.70195,0.7496792970689778,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
5,0.5841994984134747,0.697,0.7497774416740711,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
6,0.5845295741299915,0.69785,0.7500736739369962,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
7,0.58619228555898,0.6986,0.7499405960105037,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
8,0.5823789641356013,0.7013,0.750486787967866,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
9,0.5807764196092156,0.7044,0.7510592850234146,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
10,0.5843478086268067,0.69635,0.7509941247497782,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
11,0.5824266252624002,0.70105,0.7510863566516097,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
12,0.5862390613479979,0.6973,0.7508304727105783,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
13,0.5791909058762205,0.7059,0.7512892131689285,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
14,0.5789501792306353,0.7039,0.7516443089590962,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
15,0.5825181438285074,0.70115,0.7516924508308687,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
16,0.5843897539718895,0.69695,0.7516300972936555,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
17,0.5798190351884076,0.7036,0.7519206444286191,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
18,0.5865677016176236,0.69735,0.7517102382367312,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
19,0.5837109123065973,0.70265,0.7516510543850169,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
20,0.587747674459105,0.69765,0.7514041403173558,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
21,0.5764588203020157,0.70655,0.7517518487944527,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
22,0.5865831147333619,0.6965,0.7516695044002707,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
23,0.5838464023960623,0.69825,0.7516736136655967,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
24,0.5811058725141416,0.70165,0.7517757500956628,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
25,0.5811547781251798,0.70285,0.7518518101050605,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
26,0.57608270512265,0.709,0.7522167695116478,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
27,0.5771820695157264,0.7034,0.7524568935893705,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
28,0.5872840919312398,0.6961,0.7523423059151981,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
29,0.5810868512293336,0.70055,0.7524619008465523,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
30,0.5851558984085253,0.69845,0.7524033876964978,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
31,0.5784222519701454,0.70445,0.752613842386045,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
32,0.5842145763005421,0.7019,0.7525059785331878,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
33,0.5816165343591362,0.70175,0.7524935574375367,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
34,0.5813728439959751,0.7016,0.7525624598771582,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
35,0.5815955307453301,0.70235,0.7526089587025913,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
36,0.5790999985424576,0.70315,0.7527531151003529,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
37,0.5834345069660503,0.69775,0.7527054130478049,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
38,0.5838343034124678,0.69985,0.7527501708929304,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
39,0.5815076702719282,0.7029,0.7527724987205234,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
40,0.5884564830239412,0.6945,0.7526041859422713,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
41,0.5801481118627415,0.70605,0.752701491775016,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
42,0.5848692274017698,0.702,0.7526985421143176,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
43,0.5858888386920759,0.69625,0.7525983379253676,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
44,0.5876117559375277,0.69685,0.7524742329494394,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
45,0.5852953597998164,0.69705,0.7523841955987278,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
46,0.584408256848147,0.6998,0.752350821289811,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
47,0.5873938573014205,0.6966,0.7522448968924277,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
48,0.582342493116476,0.70175,0.752282031409344,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
49,0.5830247451545326,0.69955,0.7522780625660275,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
50,0.5830345195569809,0.69925,0.7522729942447718,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
51,0.5849388699243023,0.7037,0.7521898076327129,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
52,0.5843890768707178,0.7004,0.7521407936978183,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
53,0.5821142352310715,0.7,0.7521745129615627,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
54,0.5842041606736031,0.6978,0.7521425629492842,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
55,0.5811282392520054,0.70575,0.7521991467617354,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
56,0.5788510388629452,0.70445,0.7522977402074531,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
57,0.5796878273320046,0.7038,0.7523819612897702,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
58,0.5847655929577579,0.69585,0.7523380708435708,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
59,0.5828284877500717,0.6976,0.752367969552909,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
