epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
68,0.57861451092799,0.70425,0.7520287740539374,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
69,0.5882309669521963,0.6948,0.7519595299367101,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
70,0.5910503925031917,0.6929,0.7518430207307047,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
71,0.5888076515714075,0.69765,0.7517710414339995,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
72,0.5832731323257373,0.7028,0.7517720732562103,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
73,0.5796322778911348,0.70475,0.7518541704785223,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
74,0.5787611975791348,0.70425,0.7519160641969187,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
75,0.5821134277210114,0.6996,0.7519417749321172,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
76,0.5754670187546189,0.7071,0.7520393363724388,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
77,0.5821626178777901,0.6997,0.7520255179606162,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
78,0.5765640116800927,0.7046,0.7521098397680689,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
79,0.5792925272397934,0.70505,0.7521623808505322,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
80,0.5851659729222584,0.6987,0.7521452715025458,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
81,0.5817122768824268,0.7013,0.7521593672567792,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
82,0.577283368368817,0.7066,0.7522231479220698,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
83,0.5806444714403456,0.7035,0.7522809089245232,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
84,0.5807063497935131,0.70365,0.7523081508801496,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
85,0.5775492141960533,0.70715,0.7523851490458492,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
86,0.5816121646173441,0.6994,0.7524094619091529,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
87,0.5794613619518888,0.7025,0.7524617071983281,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
88,0.5809814231410907,0.70095,0.752520900258969,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
89,0.5838792559447562,0.701,0.7525197833623012,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
90,0.5844648376012304,0.69945,0.7525044557967221,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
91,0.5833433737420732,0.70215,0.7525004667508126,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
92,0.5858679971877178,0.69815,0.752468882936523,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
93,0.5821089759753768,0.70115,0.7524599781776423,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
94,0.583318541384047,0.6995,0.7524460653611303,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
95,0.5810253880206188,0.7023,0.7524702691528462,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
96,0.5837831878738039,0.6993,0.7524534342749134,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
97,0.5828714663056052,0.70075,0.7524634012935815,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
98,0.5791384025364165,0.70685,0.7525122846100661,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
99,0.5835214152837255,0.6964,0.7525153920928089,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
100,0.5833215121251003,0.7031,0.7525104768364165,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
