epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6191184632480145,0.70125,0.7474999818061865,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
2,0.5984882526099682,0.712,0.752547236056614,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
3,0.5928497072309256,0.7095,0.754134711500056,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
4,0.5954070705920458,0.70925,0.7531816674278388,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
5,0.5788891948759556,0.702,0.7545622703641948,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
6,0.5824885368347168,0.709,0.755912611647482,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
7,0.5869468320161104,0.69925,0.7554268605655633,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
8,0.5796690825372934,0.71175,0.7562745846193094,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
9,0.5898754745721817,0.70525,0.7556285642687042,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
10,0.5773656442761421,0.71325,0.7562834080796356,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
11,0.5838936138898134,0.70425,0.7559414547003597,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
12,0.5925767384469509,0.6975,0.7554226112392314,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
13,0.5708796605467796,0.72275,0.7567763085195135,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
14,0.5787544474005699,0.71475,0.7573287951696704,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
15,0.592975439503789,0.70225,0.7567079016948621,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
16,0.5808989927172661,0.70925,0.7567510505296283,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
17,0.5824583228677511,0.70575,0.7567265304808504,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
18,0.5787899484857917,0.706,0.7570456661866609,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
19,0.577526867389679,0.71,0.7574962098165751,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
20,0.582265199162066,0.70675,0.7574495974026121,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
21,0.5760899595916271,0.721,0.7579357039740483,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
22,0.5793087165802717,0.712,0.7581819355908405,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
23,0.5794432330876589,0.7055,0.7582700942667137,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
24,0.5828434322029352,0.69975,0.758350515610877,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
25,0.5741885751485825,0.70625,0.758715325915306,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
