epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.5946765807783527,0.6953,0.7514286614291339,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
2,0.5880450131786856,0.6993,0.7499476972242154,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
3,0.5879643210180246,0.6956,0.7488042154340401,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
4,0.5845042098859313,0.7017,0.7494748943080003,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
5,0.5862174250517681,0.69665,0.7495032938381033,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
6,0.585089748072776,0.69705,0.7496198702688699,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
7,0.5875917115029256,0.69865,0.7495853187231118,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
8,0.5824237925231837,0.7006,0.7499657567543704,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
9,0.581510012696503,0.70435,0.7504111601024602,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
10,0.585266955529049,0.696,0.750426753091302,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
11,0.58278674153006,0.7005,0.7504232271503286,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
12,0.5862780336741429,0.69655,0.7501798542525421,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
13,0.57941521656741,0.70685,0.7505329061051228,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
14,0.5796349033428605,0.70395,0.7509006242875194,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
15,0.5853994991748955,0.6977,0.7508613972093037,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
16,0.5842912683061733,0.6959,0.7508491214541718,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
17,0.5810294868839774,0.7015,0.7511447127700506,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
18,0.5869615560124635,0.69775,0.7509466300486047,Lorenz-invariant Classifier,1e-6,0.01,0.1,100000
