epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6621643751859665,0.62775,0.685084535986234,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
2,0.6251625623553991,0.711,0.7185632110621213,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
3,0.6121886186301708,0.70775,0.7293366337096193,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
4,0.6027321871370077,0.701,0.7335730472777616,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
5,0.5911198360845447,0.70275,0.7378931702064764,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
6,0.5869660042226315,0.7045,0.7423185047488551,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
7,0.5949103757739067,0.7005,0.7433110119387951,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
8,0.5843505617231131,0.70975,0.7453502253093766,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
9,0.5916906017810106,0.70475,0.7457918682444951,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
10,0.5841095522046089,0.715,0.7472926443258002,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
11,0.5880524795502424,0.704,0.7476195410188727,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
12,0.5938734821975231,0.70125,0.7475251525600451,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
13,0.5728797949850559,0.723,0.7493770064570828,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
14,0.5842896699905396,0.718,0.750553488546333,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
15,0.5932995323091745,0.699,0.7500894471438662,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
16,0.5835897829383612,0.71025,0.7504944766222281,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
17,0.582012596540153,0.7035,0.7506686069609396,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
18,0.583370877429843,0.70325,0.7514080832790482,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
19,0.5837124716490507,0.70475,0.7522467797986548,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
20,0.5847607599571347,0.706,0.752403256530765,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
21,0.5781376119703054,0.7185,0.7531357691674617,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
22,0.5820322018116713,0.71125,0.7536934294110618,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
23,0.5799799468368292,0.70425,0.75399833009498,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
24,0.5856266645714641,0.69925,0.7543015677429592,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
25,0.5757915917783976,0.70375,0.7547446792919356,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
26,0.5778666082769632,0.71525,0.755079023674169,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
27,0.586440896615386,0.7005,0.755274962923794,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
28,0.5884625688195229,0.702,0.755319274886869,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
29,0.5799292549490929,0.71575,0.7555235262837414,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
30,0.5848674979060888,0.70075,0.7555450173406872,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
31,0.5883915014564991,0.7015,0.75538516603764,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
32,0.5813564397394657,0.708,0.7552827362582132,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
33,0.5729936137795448,0.71775,0.7557558271737336,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
34,0.5838939379900694,0.70375,0.7557413596632853,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
35,0.5737329442054033,0.711,0.756007471226586,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
36,0.577692698687315,0.71675,0.7561161992441585,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
37,0.5811964254826307,0.70475,0.7561523889480145,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
38,0.5710105523467064,0.716,0.7565367075300126,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
39,0.5729003585875034,0.714,0.7568483074718574,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
40,0.5863086404278874,0.69625,0.7565858923966542,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
41,0.5822878498584032,0.70125,0.7566926476269515,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
42,0.5771246142685413,0.70925,0.7568667188107063,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
43,0.5950318677350879,0.69325,0.7565216355725665,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
44,0.5716648241505027,0.71475,0.7568718107817273,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
45,0.5788273364305496,0.71425,0.7569999279140431,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
46,0.5860521653667092,0.70475,0.7569532656166099,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
47,0.5749457739293575,0.71275,0.7570572493053472,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
48,0.5857669617980719,0.696,0.756909737344911,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
49,0.5888503603637218,0.69975,0.7567313775061918,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
50,0.5751590896397829,0.7155,0.7569049166185833,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
51,0.5890758857131004,0.6995,0.7567481705132171,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
52,0.5774047579616308,0.70675,0.7568756968849977,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
53,0.5816265707835555,0.69725,0.7568253493154209,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
54,0.5979266883805394,0.69125,0.7566218112367871,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
55,0.5720232576131821,0.71075,0.7568707108789817,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
56,0.573571365326643,0.70625,0.7570457368685974,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
57,0.5708074700087309,0.7125,0.757269801670736,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
58,0.5781704280525446,0.7065,0.7572617408841769,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
59,0.5873186746612191,0.699,0.7571369342216473,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
60,0.581112340092659,0.705,0.7572024115143493,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
61,0.5773779023438692,0.7055,0.7572792180203933,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
62,0.5787368770688772,0.713,0.7574088548100908,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
63,0.5870517008006573,0.70225,0.7573537529570578,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
64,0.5784265026450157,0.70325,0.7573961920055281,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
65,0.5745331235229969,0.71475,0.7575083088552895,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
66,0.5766226816922426,0.7095,0.757610471354491,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
67,0.579356106929481,0.71025,0.7576716106799964,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
68,0.5735777039080858,0.71025,0.7578087572078603,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
69,0.5703921858221292,0.7145,0.757959752063596,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
70,0.5766156781464815,0.70875,0.7580383281994095,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
71,0.5811383901163936,0.707,0.7581099363140849,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
72,0.5740650743246078,0.70825,0.7581902531689745,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
73,0.5782404830679297,0.718,0.7582448953031323,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
74,0.576013395562768,0.71525,0.7583324202606726,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
75,0.5841474588960409,0.7055,0.7582509326988801,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
76,0.5860844738781452,0.70175,0.758208805041174,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
77,0.5758066512644291,0.7135,0.7582842133958347,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
78,0.571739736944437,0.7175,0.7583447201106425,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
79,0.5850514508783817,0.7055,0.7582485374827683,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
80,0.5859186705201864,0.69975,0.7582464344007319,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
81,0.576826136559248,0.71425,0.7582979711588932,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
82,0.5795100908726454,0.713,0.7584131076658053,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
83,0.5732418401166797,0.71425,0.7585135666179469,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
84,0.5824218560010195,0.6985,0.7584885758882002,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
85,0.5893051857128739,0.6965,0.7584037857233539,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
86,0.5738291349261999,0.713,0.7585122053931594,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
87,0.5759302340447903,0.70925,0.7585841673514645,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
88,0.5795918963849545,0.70325,0.758595610850521,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
89,0.5870977314189076,0.705,0.7585629718795074,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
90,0.578693363815546,0.71275,0.7586254585991721,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
91,0.5714163891971111,0.715,0.7586945348008528,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
92,0.584338566288352,0.71225,0.7587140653118293,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
93,0.5850324239581823,0.6935,0.7586556560842481,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
94,0.5695707034319639,0.715,0.7587878888909801,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
95,0.5744275413453579,0.7165,0.7588859469213542,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
96,0.569521700963378,0.718,0.7590323391992342,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
97,0.5731911575421691,0.71775,0.7590910078668198,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
98,0.5884012300521135,0.70225,0.7590446884581465,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
99,0.5719397757202387,0.71475,0.7591649677523737,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
100,0.5836249776184559,0.70875,0.7591300972364711,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
