epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6230407059192657,0.70075,0.7407558488091585,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
2,0.5999960154294968,0.70675,0.7484176709029673,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
3,0.5970932878553867,0.6995,0.7517247475722119,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
4,0.5962645076215267,0.70675,0.7513114501525712,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
5,0.5806609764695168,0.70425,0.7530533074435636,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
6,0.5810488164424896,0.70925,0.7548017103725835,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
7,0.5881631802767515,0.7035,0.7542826913199963,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
8,0.5811251141130924,0.7145,0.7552179596378176,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
9,0.5904276706278324,0.705,0.7545892696491278,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
10,0.5785380229353905,0.7115,0.7552562760588011,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
11,0.5852722600102425,0.7015,0.7549045678814076,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
12,0.5933188833296299,0.6975,0.7543583062986005,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
13,0.572729011066258,0.722,0.7558015373993365,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
14,0.5792417731136084,0.714,0.756411800931652,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
15,0.5933453515172005,0.7015,0.7558354413031068,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
16,0.5813627894967794,0.7095,0.7558843992110029,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
17,0.5839707478880882,0.70375,0.7559324730339594,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
18,0.5786855928599834,0.70925,0.7562396344983148,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
19,0.5784316435456276,0.7075,0.7566203467048123,Lorenz-invariant Classifier,1e-6,0.01,0.1,20000
