epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.5872843489050865,0.701,0.7493336672630055,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
2,0.5779397450387478,0.71725,0.7576138192380293,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
3,0.57077363319695,0.70275,0.7622070812697408,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
4,0.5724141346290708,0.7135,0.7637292696857956,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
5,0.5614946940913796,0.71925,0.765644034372655,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
6,0.561872024089098,0.72175,0.7675978023336716,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
7,0.574545307084918,0.716,0.7668264956329132,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
8,0.560757465660572,0.71425,0.7679809252106962,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
9,0.5737857259809971,0.7045,0.767064844105699,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
10,0.5593400271609426,0.7195,0.7678489716327201,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
11,0.5651717018336058,0.70625,0.7680604181225431,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
12,0.5754872262477875,0.69825,0.7676172814475138,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
13,0.5554629545658827,0.723,0.7689090050953249,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
14,0.5623591896146536,0.72725,0.769900780099637,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
15,0.5759737640619278,0.70675,0.7695226462862641,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
16,0.560464158654213,0.71425,0.7702736157524337,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
17,0.564951691776514,0.71125,0.7700880738503335,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
18,0.5636472394689918,0.7065,0.7702734896823199,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
19,0.560147880576551,0.70675,0.7706847961695874,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
20,0.5766152329742908,0.70275,0.7701588494847331,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
21,0.5618629492819309,0.7165,0.7705782635361808,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
22,0.5626325346529484,0.71975,0.7708313735800918,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
23,0.5609760154038668,0.71325,0.7711372436487233,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
24,0.5677520167082548,0.70675,0.77126946349081,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
25,0.572178827598691,0.69775,0.7709336765382863,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
26,0.5530282827094197,0.7225,0.7714025420933847,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
27,0.5758659057319164,0.7045,0.7709723739823432,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
28,0.5791311282664537,0.69475,0.7706071612665536,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
29,0.555119339376688,0.71525,0.770940272725527,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
30,0.5652383249253035,0.7075,0.7709522606999756,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
31,0.5650028698146343,0.7105,0.7710349923708121,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
32,0.5608973009511828,0.71325,0.7712224884047376,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
33,0.5523229269310832,0.72675,0.7716485559391937,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
34,0.570150213316083,0.70975,0.771525129227657,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
35,0.5567393377423286,0.721,0.7718398053324791,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
36,0.5591214206069708,0.7175,0.7720429864327429,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
37,0.5637041553854942,0.712,0.7720009037829046,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
38,0.548515472561121,0.734,0.772496843003689,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
39,0.5587600888684392,0.726,0.7727489083955601,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
40,0.5676621180027723,0.69675,0.7726290930702381,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
41,0.5700158234685659,0.703,0.7724050463462345,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
42,0.5610385173931718,0.709,0.772612108722852,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
43,0.5788219133391976,0.70325,0.7721755227289939,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
44,0.5600174618884921,0.7215,0.7723848240345977,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
