epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.5712140225301123,0.7056,0.7651286170538566,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
2,0.5657129365547447,0.70635,0.7676016587695682,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
3,0.565205392754002,0.706,0.7688387174794418,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
4,0.5634574075793005,0.70965,0.769943806423592,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
5,0.5659337478458502,0.7069,0.770220492689491,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
6,0.563863000862158,0.7114,0.7710492967545459,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
7,0.5648697172380557,0.7068,0.7715421192978152,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
8,0.5634570841196995,0.71025,0.7719204997864987,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
9,0.5628364353802553,0.71145,0.7722829858061675,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
10,0.5613157107571888,0.7093,0.7725835674100263,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
11,0.5588301651796718,0.713,0.7730134191567353,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
12,0.5670028780675997,0.7058,0.772743745005038,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
13,0.5587447661503105,0.7166,0.7732592515196982,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
14,0.5579471806432031,0.7134,0.773669200813008,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
15,0.5601114558566148,0.71195,0.7738113454578788,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
16,0.5636369851744099,0.7061,0.7737142764207233,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
17,0.5620633340944909,0.71425,0.773775184027931,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
18,0.565502929839359,0.70545,0.7736460521221927,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
19,0.5612333341009298,0.7107,0.7736410016881509,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
20,0.5651014234609665,0.7069,0.7735570327105427,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
21,0.5555781036805195,0.71445,0.7738760352619242,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
22,0.5647193430715306,0.70745,0.7738160549750096,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
23,0.5595777008184202,0.71075,0.7740100018878047,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
24,0.5587686473017286,0.7107,0.7740963453164624,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
25,0.5581786670502583,0.7142,0.7743128006250684,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
26,0.5532855940092901,0.7176,0.7747137190220079,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
27,0.5535451684408127,0.71375,0.7749847442653158,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
28,0.5635193622415993,0.705,0.7748883608009758,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
29,0.5620609377599826,0.71015,0.7748521640824717,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
30,0.5624447330168099,0.70905,0.7748529626810853,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
