epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.5684952678953766,0.704,0.7687226745167157,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
2,0.5665520129689745,0.70825,0.7688434739067294,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
3,0.5659974997590302,0.7029,0.7691769864757824,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
4,0.5618807929716293,0.71105,0.7703984898867632,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
5,0.5654314017979203,0.7062,0.7704711283107034,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
6,0.5635601806033189,0.70715,0.7712902729072829,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
7,0.5645861707295582,0.70855,0.7716754135111422,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
8,0.5658638798127509,0.7115,0.7717077446204081,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
9,0.561347209534068,0.7111,0.7721841067660797,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
10,0.5609451623479272,0.70915,0.7726426874902291,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
11,0.5595949506683714,0.7121,0.772931366122196,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
12,0.5660789794982619,0.70375,0.7727952122867737,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
13,0.5588634782915662,0.7135,0.77333336023632,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
14,0.5569017569350588,0.7124,0.773793692442824,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
15,0.5601435988951641,0.71055,0.7739174923093697,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
16,0.5612244437074965,0.7058,0.7739912713857645,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
17,0.561400681164614,0.71275,0.7739985462601349,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
18,0.5645391240621068,0.70585,0.7739295785911692,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
19,0.5584831873702395,0.7109,0.7740847797965937,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
20,0.5668636416174044,0.70285,0.7739209033860954,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
21,0.5524978823722548,0.71565,0.7744551855259652,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
22,0.5639490378890067,0.7057,0.7744132531251278,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
23,0.5607382685515532,0.7112,0.7745143507631682,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
24,0.5577899456783465,0.7103,0.7747014621519915,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
25,0.5574391155865541,0.71085,0.7749106328172223,Latent Space Pooled Hybrid Classifier,0.00001,0.0001,0.1,,100000
