epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.5700900698923002,0.7044,0.7669187882424265,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
2,0.5665029372758926,0.70905,0.7678990601415633,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
3,0.5656229739735841,0.70475,0.7683161386774096,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
4,0.5627316768002358,0.71205,0.7696871241409377,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
5,0.5671956383498611,0.70535,0.7694058569193161,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
6,0.5635004808568651,0.7105,0.7703101783193724,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
7,0.5662448476454255,0.7044,0.7705542735873043,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
8,0.5658692301838262,0.70955,0.7707151577280232,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
9,0.5651445889928538,0.7118,0.7709804486589189,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
10,0.5626323321822343,0.70985,0.7712701662919257,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
11,0.5600788965346707,0.7117,0.7716846433704238,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
12,0.5680303900105179,0.7071,0.7714950535685745,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
13,0.5604882923660764,0.71525,0.7720090820454824,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
14,0.5591224648390606,0.7138,0.7723096921357289,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
15,0.562375409587933,0.71155,0.7723613762954002,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
16,0.5639418016193779,0.7088,0.7723083726985056,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
17,0.5626445902380973,0.7149,0.7723399340185417,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
18,0.570267682432369,0.7035,0.7720202764232733,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
19,0.5607128710883438,0.71165,0.7721458284686588,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
20,0.5662561934085408,0.705,0.7720678990059682,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
21,0.5565832784980725,0.71665,0.7724413145199525,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
22,0.566024613987868,0.7079,0.772410703768563,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
23,0.5611683230870849,0.7114,0.7725540916010416,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
24,0.5629206368118335,0.7084,0.772514741206582,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
25,0.5612030579785633,0.71355,0.7726380847621215,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
26,0.5560590028762817,0.7163,0.772998310694385,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
27,0.5553336995802108,0.71525,0.7732665993464981,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
28,0.5715663710217567,0.70635,0.7729858269267645,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
29,0.558404588965094,0.71425,0.7731869189504059,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
30,0.565369112286598,0.71,0.7731094938847006,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
31,0.5587977417715037,0.71335,0.7732695106491027,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
32,0.5645816252110111,0.7129,0.7731838699881772,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
33,0.5581661375464907,0.71575,0.773308786599011,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
34,0.5609850913855681,0.7152,0.7734250453426174,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
35,0.5646374954539499,0.7105,0.773401608922509,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
36,0.5586662246922779,0.71245,0.7735566675519983,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
37,0.5624739075921903,0.70795,0.7735700822000422,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
38,0.5613997832984682,0.71265,0.7736466699156969,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
39,0.5603108981232734,0.7138,0.7737211485593439,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
40,0.5929127381106091,0.6913,0.7730685767785849,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
41,0.5608296527224741,0.708,0.773141455011205,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
42,0.5653688423572831,0.7103,0.7731290877243662,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
43,0.5622780148390751,0.7059,0.7731618582053994,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
44,0.5679146199469354,0.70505,0.7730573349671229,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
45,0.5633294301427854,0.71085,0.7730533742774249,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
46,0.5666594446464709,0.7113,0.7730160669750742,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
47,0.5671388263914995,0.70185,0.7729298347857478,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
