epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.5719608159581567,0.70305,0.7645240682754267,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
2,0.5672304174702638,0.7063,0.7663276355777038,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
3,0.5651460561403043,0.70575,0.7679275151379297,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
4,0.5644100976597731,0.7124,0.7688140879415255,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
5,0.567798788380471,0.70595,0.7688972189469422,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
6,0.56780065510683,0.7068,0.7695483184152634,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
7,0.5668749040479113,0.7038,0.7700722363667543,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
8,0.5642355410916031,0.71095,0.7705242169038257,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
9,0.5630151067569757,0.7114,0.7709202142564721,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
10,0.5611277606077255,0.70945,0.7714918341924232,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
11,0.5593347515270208,0.71455,0.7719524823267789,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
12,0.5675314438950484,0.7059,0.771730570567584,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
13,0.5599802685011724,0.7151,0.7722724523507343,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
14,0.5604280077727737,0.7104,0.772605392639248,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
15,0.5611975375254443,0.71145,0.7727074278246027,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
16,0.5639253008137842,0.70435,0.7726200192168329,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
17,0.5625523894455782,0.7155,0.7726257394556324,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
18,0.5665651204859375,0.7045,0.7725594543563867,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,100000
