epoch,loss,acc,auc,model,lr,weight_decay,blur_size,general_classifier_preference,db_size
1,0.6137356031686068,0.697,0.7457785960950806,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
2,0.5892128786072135,0.70675,0.7536903066524211,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
3,0.5800024792551994,0.69875,0.7565543383076819,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
4,0.5788752809166908,0.705,0.7580590121761049,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
5,0.5690813921391964,0.70325,0.7599871508470285,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
6,0.5601143045350909,0.71025,0.7630094396625698,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
7,0.5799598973244429,0.697,0.7622421764936603,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
8,0.5631438316777349,0.71325,0.7640412869231933,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
9,0.5713401194661856,0.69925,0.764126074491312,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
10,0.5599104911088943,0.71375,0.7653933546975373,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
11,0.5682515632361174,0.7075,0.7654233352782912,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
12,0.5771915409713984,0.69875,0.7650891212037493,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
13,0.5563863068819046,0.718,0.7666672636303581,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
14,0.5637009590864182,0.713,0.7673072882681776,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
15,0.5803353190422058,0.699,0.7668261054793086,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
16,0.5652749370783567,0.705,0.7671620147261582,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
17,0.5625631809234619,0.71125,0.7674815650112522,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
18,0.5629645874723792,0.71,0.7676382695883571,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
19,0.5614951103925705,0.6985,0.7680874330622577,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
20,0.5664336467161775,0.7085,0.7680421275918182,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
21,0.5587588157504797,0.7115,0.7685228563356142,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
22,0.5607343502342701,0.70975,0.76887419739618,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
23,0.5659749954938889,0.70675,0.7688906802495827,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
24,0.567822034470737,0.69725,0.7690205868180193,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
25,0.5659025786444545,0.70125,0.7690016140888719,Latent Space Pooled Hybrid Classifier,0.00001,0.01,0.1,,20000
