epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6820670403540134,0.55125,0.5742201145428789,General PFN Classifier,0.00001,0.01,0.1,20000
2,0.6732112970203161,0.59425,0.5956587664907718,General PFN Classifier,0.00001,0.01,0.1,20000
3,0.6612026654183865,0.5955,0.6128466681584357,General PFN Classifier,0.00001,0.01,0.1,20000
4,0.6496829260140657,0.60725,0.6264245465864522,General PFN Classifier,0.00001,0.01,0.1,20000
5,0.6383476350456476,0.633,0.6420230936612754,General PFN Classifier,0.00001,0.01,0.1,20000
6,0.6280908528715372,0.667,0.6569342680175541,General PFN Classifier,0.00001,0.01,0.1,20000
7,0.6245076712220907,0.6535,0.6655446081041867,General PFN Classifier,0.00001,0.01,0.1,20000
8,0.6199835576117039,0.693,0.6747288883790695,General PFN Classifier,0.00001,0.01,0.1,20000
9,0.6297718174755573,0.64825,0.6773685193096721,General PFN Classifier,0.00001,0.01,0.1,20000
10,0.6164471600204706,0.66325,0.6819410475638683,General PFN Classifier,0.00001,0.01,0.1,20000
11,0.615905998274684,0.66625,0.6856071302263312,General PFN Classifier,0.00001,0.01,0.1,20000
12,0.6132540591061115,0.672,0.6895233074650318,General PFN Classifier,0.00001,0.01,0.1,20000
13,0.6016619242727757,0.678,0.6939887805272421,General PFN Classifier,0.00001,0.01,0.1,20000
14,0.6091528162360191,0.669,0.6967019313823147,General PFN Classifier,0.00001,0.01,0.1,20000
15,0.5886581875383854,0.7015,0.701284256373581,General PFN Classifier,0.00001,0.01,0.1,20000
16,0.6013405676931143,0.678,0.7041654260858378,General PFN Classifier,0.00001,0.01,0.1,20000
17,0.593450527638197,0.682,0.707464047390242,General PFN Classifier,0.00001,0.01,0.1,20000
18,0.5993589609861374,0.6945,0.709694326316072,General PFN Classifier,0.00001,0.01,0.1,20000
19,0.5921695306897163,0.6975,0.71235766661849,General PFN Classifier,0.00001,0.01,0.1,20000
20,0.5912913139909506,0.68575,0.7145417508820743,General PFN Classifier,0.00001,0.01,0.1,20000
21,0.5985826905816793,0.68825,0.7159767503699102,General PFN Classifier,0.00001,0.01,0.1,20000
22,0.5855731498450041,0.696,0.718143877197876,General PFN Classifier,0.00001,0.01,0.1,20000
23,0.5847499370574951,0.6945,0.7199430980058127,General PFN Classifier,0.00001,0.01,0.1,20000
24,0.6025431957095861,0.676,0.7205749935997939,General PFN Classifier,0.00001,0.01,0.1,20000
25,0.5828422866761684,0.7005,0.7222750339764328,General PFN Classifier,0.00001,0.01,0.1,20000
26,0.5924222338944674,0.6905,0.7236544493646438,General PFN Classifier,0.00001,0.01,0.1,20000
27,0.583971775136888,0.6945,0.7252125980291552,General PFN Classifier,0.00001,0.01,0.1,20000
28,0.5853708442300558,0.692,0.7264732811468985,General PFN Classifier,0.00001,0.01,0.1,20000
29,0.5842844527214766,0.69425,0.727641892718249,General PFN Classifier,0.00001,0.01,0.1,20000
30,0.5904763285070658,0.68125,0.7283351999012802,General PFN Classifier,0.00001,0.01,0.1,20000
31,0.5810860842466354,0.69475,0.7295494419499526,General PFN Classifier,0.00001,0.01,0.1,20000
32,0.5789759084582329,0.70375,0.7307848076945043,General PFN Classifier,0.00001,0.01,0.1,20000
33,0.5796148795634508,0.69225,0.7318313255356232,General PFN Classifier,0.00001,0.01,0.1,20000
34,0.5879292115569115,0.6995,0.7325588237513004,General PFN Classifier,0.00001,0.01,0.1,20000
35,0.5782913714647293,0.69775,0.7333040003516396,General PFN Classifier,0.00001,0.01,0.1,20000
36,0.564485321752727,0.713,0.7346044443514231,General PFN Classifier,0.00001,0.01,0.1,20000
37,0.5754381967708468,0.7025,0.735638973680723,General PFN Classifier,0.00001,0.01,0.1,20000
38,0.5804400220513344,0.6955,0.7365052107934534,General PFN Classifier,0.00001,0.01,0.1,20000
39,0.5891974987462163,0.687,0.7368534594531094,General PFN Classifier,0.00001,0.01,0.1,20000
40,0.5734121650457382,0.70575,0.7377918018539665,General PFN Classifier,0.00001,0.01,0.1,20000
41,0.5806058030575514,0.71425,0.7385442233745398,General PFN Classifier,0.00001,0.01,0.1,20000
42,0.5735374670475721,0.70075,0.7393059296041757,General PFN Classifier,0.00001,0.01,0.1,20000
43,0.5689110681414604,0.716,0.7401531190400447,General PFN Classifier,0.00001,0.01,0.1,20000
44,0.573163952678442,0.71425,0.7409610618685523,General PFN Classifier,0.00001,0.01,0.1,20000
45,0.5807194970548153,0.70325,0.7413759792980705,General PFN Classifier,0.00001,0.01,0.1,20000
46,0.585803933441639,0.70175,0.7417339041261317,General PFN Classifier,0.00001,0.01,0.1,20000
47,0.5684575736522675,0.7155,0.7425779100643193,General PFN Classifier,0.00001,0.01,0.1,20000
48,0.581690332852304,0.70075,0.7428877383026732,General PFN Classifier,0.00001,0.01,0.1,20000
49,0.5731915663927794,0.7135,0.7434935999015985,General PFN Classifier,0.00001,0.01,0.1,20000
50,0.5861194971948862,0.7,0.743727663479096,General PFN Classifier,0.00001,0.01,0.1,20000
51,0.608309562318027,0.68275,0.7435289064214988,General PFN Classifier,0.00001,0.01,0.1,20000
52,0.5835337527096272,0.693,0.7436754346814246,General PFN Classifier,0.00001,0.01,0.1,20000
53,0.5825848374515772,0.69375,0.7440412938343393,General PFN Classifier,0.00001,0.01,0.1,20000
54,0.5738706840202212,0.70175,0.7446623997156574,General PFN Classifier,0.00001,0.01,0.1,20000
55,0.5706279221922159,0.704,0.7450961706209123,General PFN Classifier,0.00001,0.01,0.1,20000
56,0.5800217743963003,0.699,0.7454650290453226,General PFN Classifier,0.00001,0.01,0.1,20000
57,0.5835239738225937,0.69975,0.7456256913150332,General PFN Classifier,0.00001,0.01,0.1,20000
58,0.5779284508898854,0.7055,0.746033970703844,General PFN Classifier,0.00001,0.01,0.1,20000
59,0.5720077902078629,0.71475,0.7465119036070861,General PFN Classifier,0.00001,0.01,0.1,20000
60,0.5784929804503918,0.69475,0.7467958933786834,General PFN Classifier,0.00001,0.01,0.1,20000
61,0.58722816221416,0.69175,0.7468279662217892,General PFN Classifier,0.00001,0.01,0.1,20000
62,0.5612902864813805,0.70925,0.7473583641235555,General PFN Classifier,0.00001,0.01,0.1,20000
63,0.5654550120234489,0.71525,0.7479004959971385,General PFN Classifier,0.00001,0.01,0.1,20000
64,0.5650495672598481,0.708,0.748320387275926,General PFN Classifier,0.00001,0.01,0.1,20000
65,0.5739793237298727,0.708,0.7486937388797968,General PFN Classifier,0.00001,0.01,0.1,20000
66,0.5919223129749298,0.692,0.7487485734574718,General PFN Classifier,0.00001,0.01,0.1,20000
67,0.579976974055171,0.7095,0.7490289519239895,General PFN Classifier,0.00001,0.01,0.1,20000
68,0.5595805756747723,0.71525,0.7495660628614496,General PFN Classifier,0.00001,0.01,0.1,20000
69,0.5695750527083874,0.70025,0.7499134530324799,General PFN Classifier,0.00001,0.01,0.1,20000
