epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.681168932467699,0.56,0.5862492213754354,General PFN Classifier,0.00001,0.01,0.1,20000
2,0.6703249048441648,0.57625,0.5993592946772601,General PFN Classifier,0.00001,0.01,0.1,20000
3,0.6577003691345453,0.617,0.6193568039492577,General PFN Classifier,0.00001,0.01,0.1,20000
4,0.6521163824945688,0.61375,0.6311301582989087,General PFN Classifier,0.00001,0.01,0.1,20000
5,0.6427975930273533,0.62575,0.6425580806395201,General PFN Classifier,0.00001,0.01,0.1,20000
6,0.6506784856319427,0.628,0.648516445097679,General PFN Classifier,0.00001,0.01,0.1,20000
7,0.6350826229900122,0.65575,0.6573607307596695,General PFN Classifier,0.00001,0.01,0.1,20000
8,0.632648291066289,0.65275,0.6636958366969071,General PFN Classifier,0.00001,0.01,0.1,20000
9,0.6189060229808092,0.65475,0.6699041472213484,General PFN Classifier,0.00001,0.01,0.1,20000
10,0.630722114816308,0.65375,0.6740172363539302,General PFN Classifier,0.00001,0.01,0.1,20000
11,0.6133919581770897,0.6695,0.6794631427184932,General PFN Classifier,0.00001,0.01,0.1,20000
12,0.623880272731185,0.659,0.6823896672852517,General PFN Classifier,0.00001,0.01,0.1,20000
13,0.61426742374897,0.677,0.6860440741076661,General PFN Classifier,0.00001,0.01,0.1,20000
14,0.6121622379869223,0.6715,0.6894970121167153,General PFN Classifier,0.00001,0.01,0.1,20000
15,0.6033514440059662,0.67625,0.6934291923358962,General PFN Classifier,0.00001,0.01,0.1,20000
16,0.6011810377240181,0.683,0.6967486396630234,General PFN Classifier,0.00001,0.01,0.1,20000
17,0.5970347318798304,0.69025,0.6999416489731832,General PFN Classifier,0.00001,0.01,0.1,20000
18,0.6008483413606882,0.69075,0.7023860664145709,General PFN Classifier,0.00001,0.01,0.1,20000
19,0.6114594209939241,0.668,0.7040277157196028,General PFN Classifier,0.00001,0.01,0.1,20000
20,0.6018366478383541,0.6895,0.7059983038005172,General PFN Classifier,0.00001,0.01,0.1,20000
21,0.5956810172647238,0.685,0.7077824626709208,General PFN Classifier,0.00001,0.01,0.1,20000
22,0.5959625765681267,0.68475,0.7095127764182834,General PFN Classifier,0.00001,0.01,0.1,20000
23,0.5875665536150336,0.69,0.711219732146575,General PFN Classifier,0.00001,0.01,0.1,20000
