epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6534187364730106,0.6169,0.662210879193494,General PFN Classifier,0.00001,0.01,0.1,100000
2,0.6278883511093771,0.65465,0.6832751358436223,General PFN Classifier,0.00001,0.01,0.1,100000
3,0.609280318211598,0.67315,0.6994318899368767,General PFN Classifier,0.00001,0.01,0.1,100000
4,0.5991196055321177,0.67945,0.7102334397177785,General PFN Classifier,0.00001,0.01,0.1,100000
5,0.5852377502022276,0.69325,0.7197202526810107,General PFN Classifier,0.00001,0.01,0.1,100000
6,0.5850888494473354,0.687,0.7255675931117375,General PFN Classifier,0.00001,0.01,0.1,100000
7,0.5856605551804707,0.69175,0.7297021194975678,General PFN Classifier,0.00001,0.01,0.1,100000
8,0.5803734119151048,0.69595,0.733230174097105,General PFN Classifier,0.00001,0.01,0.1,100000
9,0.5749081528870164,0.70015,0.7366453722393171,General PFN Classifier,0.00001,0.01,0.1,100000
10,0.5840157431781672,0.685,0.7378800812775047,General PFN Classifier,0.00001,0.01,0.1,100000
11,0.5785534364782321,0.69725,0.7400543535729653,General PFN Classifier,0.00001,0.01,0.1,100000
12,0.5730225157206226,0.6955,0.7421390220202265,General PFN Classifier,0.00001,0.01,0.1,100000
13,0.5695284836611171,0.699,0.744178676340418,General PFN Classifier,0.00001,0.01,0.1,100000
14,0.5768570491842403,0.68725,0.7452544116141413,General PFN Classifier,0.00001,0.01,0.1,100000
15,0.5725514114282693,0.70175,0.7466418631351467,General PFN Classifier,0.00001,0.01,0.1,100000
16,0.5687803092655862,0.7005,0.7482028555392306,General PFN Classifier,0.00001,0.01,0.1,100000
17,0.5630770373116633,0.7086,0.7497685087701972,General PFN Classifier,0.00001,0.01,0.1,100000
18,0.5689557955902853,0.69955,0.7509583247627338,General PFN Classifier,0.00001,0.01,0.1,100000
19,0.5605476382811359,0.70545,0.7523227394292399,General PFN Classifier,0.00001,0.01,0.1,100000
20,0.5643837406377125,0.70685,0.7534529156490145,General PFN Classifier,0.00001,0.01,0.1,100000
21,0.5726179313507809,0.69805,0.7540050289039659,General PFN Classifier,0.00001,0.01,0.1,100000
22,0.5634271339246422,0.70705,0.754974763902447,General PFN Classifier,0.00001,0.01,0.1,100000
23,0.5622533721149348,0.70615,0.75589606915185,General PFN Classifier,0.00001,0.01,0.1,100000
24,0.5701372382367492,0.69595,0.7563744959511289,General PFN Classifier,0.00001,0.01,0.1,100000
25,0.5749338284419601,0.6965,0.7566877411261506,General PFN Classifier,0.00001,0.01,0.1,100000
26,0.5618743968617385,0.7106,0.7575227563987433,General PFN Classifier,0.00001,0.01,0.1,100000
