epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.6473724147316756,0.61775,0.6876970918456653,General PFN Classifier,0.00001,0.01,0.1,100000
2,0.6177551526172905,0.66085,0.707540720216975,General PFN Classifier,0.00001,0.01,0.1,100000
3,0.5976423047910071,0.6822,0.7219602103968727,General PFN Classifier,0.00001,0.01,0.1,100000
4,0.5916774083094992,0.6845,0.7294686127521203,General PFN Classifier,0.00001,0.01,0.1,100000
5,0.5896090777816286,0.6807,0.732594450937269,General PFN Classifier,0.00001,0.01,0.1,100000
6,0.5830573120694251,0.69675,0.7375137424987672,General PFN Classifier,0.00001,0.01,0.1,100000
7,0.579467396447613,0.69335,0.740293534158936,General PFN Classifier,0.00001,0.01,0.1,100000
8,0.584033297125701,0.6802,0.7413533330753107,General PFN Classifier,0.00001,0.01,0.1,100000
9,0.5738249423017927,0.6954,0.744340355088815,General PFN Classifier,0.00001,0.01,0.1,100000
10,0.571212346196934,0.697,0.7468502418125575,General PFN Classifier,0.00001,0.01,0.1,100000
11,0.5662759102074204,0.70205,0.7490657475200216,General PFN Classifier,0.00001,0.01,0.1,100000
12,0.571901916508462,0.698,0.7504709316794566,General PFN Classifier,0.00001,0.01,0.1,100000
13,0.5690941066498969,0.7011,0.7521956178100229,General PFN Classifier,0.00001,0.01,0.1,100000
14,0.570492151056885,0.69725,0.7533359974357076,General PFN Classifier,0.00001,0.01,0.1,100000
15,0.5600182594387395,0.71315,0.755264007597815,General PFN Classifier,0.00001,0.01,0.1,100000
16,0.5731844640081856,0.6943,0.7558210252623933,General PFN Classifier,0.00001,0.01,0.1,100000
17,0.5631234717976515,0.7017,0.7569367909593948,General PFN Classifier,0.00001,0.01,0.1,100000
18,0.5649842961578612,0.69985,0.7579023804674292,General PFN Classifier,0.00001,0.01,0.1,100000
19,0.5730486857663294,0.69895,0.7581491560928472,General PFN Classifier,0.00001,0.01,0.1,100000
20,0.5656592096113096,0.70365,0.7589595058004786,General PFN Classifier,0.00001,0.01,0.1,100000
21,0.5676954210184182,0.6993,0.7595420535236691,General PFN Classifier,0.00001,0.01,0.1,100000
22,0.5619468421313414,0.7059,0.7603217675127218,General PFN Classifier,0.00001,0.01,0.1,100000
23,0.5617043393053067,0.7029,0.7609925428588333,General PFN Classifier,0.00001,0.01,0.1,100000
24,0.5643121581168691,0.70115,0.7614748971163102,General PFN Classifier,0.00001,0.01,0.1,100000
25,0.5655321997062416,0.7088,0.7620844743348519,General PFN Classifier,0.00001,0.01,0.1,100000
26,0.5565840121667096,0.70865,0.7628337354132002,General PFN Classifier,0.00001,0.01,0.1,100000
27,0.5634799343385514,0.7077,0.7632701366049625,General PFN Classifier,0.00001,0.01,0.1,100000
28,0.5569278668066499,0.7135,0.7639900836913456,General PFN Classifier,0.00001,0.01,0.1,100000
29,0.5558174108244052,0.7139,0.7646825673287057,General PFN Classifier,0.00001,0.01,0.1,100000
30,0.5629984761119649,0.7043,0.7650969845048841,General PFN Classifier,0.00001,0.01,0.1,100000
31,0.5640538651852092,0.703,0.7653980573577321,General PFN Classifier,0.00001,0.01,0.1,100000
32,0.5604441306393617,0.70495,0.7658001504212726,General PFN Classifier,0.00001,0.01,0.1,100000
33,0.5653974949174626,0.6975,0.7660281768365068,General PFN Classifier,0.00001,0.01,0.1,100000
34,0.5576943164798105,0.7103,0.7665166365217232,General PFN Classifier,0.00001,0.01,0.1,100000
35,0.5553558260012584,0.7097,0.7670699027025565,General PFN Classifier,0.00001,0.01,0.1,100000
36,0.5514552648280077,0.71675,0.7676519602386667,General PFN Classifier,0.00001,0.01,0.1,100000
37,0.55680324298561,0.7064,0.7680066774366303,General PFN Classifier,0.00001,0.01,0.1,100000
38,0.5555107468252729,0.70975,0.7684112440932793,General PFN Classifier,0.00001,0.01,0.1,100000
39,0.5545119852017445,0.70785,0.7687948260451898,General PFN Classifier,0.00001,0.01,0.1,100000
40,0.5513055233439063,0.71525,0.769268489950848,General PFN Classifier,0.00001,0.01,0.1,100000
41,0.5570825326974225,0.70825,0.769557118380438,General PFN Classifier,0.00001,0.01,0.1,100000
42,0.5577190805013013,0.7148,0.769849011532928,General PFN Classifier,0.00001,0.01,0.1,100000
43,0.5482873597722144,0.71635,0.770393186800384,General PFN Classifier,0.00001,0.01,0.1,100000
44,0.5560818411362399,0.71345,0.77070395323961,General PFN Classifier,0.00001,0.01,0.1,100000
45,0.5554332294661528,0.7112,0.7709359864026017,General PFN Classifier,0.00001,0.01,0.1,100000
46,0.5493014859166115,0.7162,0.7713276224284086,General PFN Classifier,0.00001,0.01,0.1,100000
47,0.5609191221416376,0.70505,0.7714648154862678,General PFN Classifier,0.00001,0.01,0.1,100000
48,0.5528263128866815,0.71345,0.7717955308715717,General PFN Classifier,0.00001,0.01,0.1,100000
49,0.5451478441809393,0.72455,0.772314254580625,General PFN Classifier,0.00001,0.01,0.1,100000
50,0.5533219725842689,0.7146,0.7726411359393391,General PFN Classifier,0.00001,0.01,0.1,100000
51,0.5490553168354521,0.71575,0.7729826178624437,General PFN Classifier,0.00001,0.01,0.1,100000
52,0.5486115894879505,0.7135,0.7733479041413174,General PFN Classifier,0.00001,0.01,0.1,100000
53,0.5559500645680032,0.7052,0.773531002877172,General PFN Classifier,0.00001,0.01,0.1,100000
54,0.5571518111380802,0.7087,0.773666295088491,General PFN Classifier,0.00001,0.01,0.1,100000
55,0.5480091437033028,0.7198,0.7739803845562749,General PFN Classifier,0.00001,0.01,0.1,100000
