epoch,loss,acc,auc,model,lr,weight_decay,blur_size,db_size
1,0.641093708527316,0.6378,0.6910560592242369,General PFN Classifier,0.00001,0.01,0.1,100000
2,0.6145421331095847,0.66895,0.7081205871552886,General PFN Classifier,0.00001,0.01,0.1,100000
3,0.605047038026676,0.67115,0.7156382142745534,General PFN Classifier,0.00001,0.01,0.1,100000
4,0.5960939241822358,0.6848,0.7220455140837729,General PFN Classifier,0.00001,0.01,0.1,100000
5,0.5915717691372914,0.68495,0.7273352002887556,General PFN Classifier,0.00001,0.01,0.1,100000
6,0.5819811365406984,0.699,0.7332047790295233,General PFN Classifier,0.00001,0.01,0.1,100000
7,0.5819254714971894,0.6963,0.7372068859218806,General PFN Classifier,0.00001,0.01,0.1,100000
8,0.5721093372554537,0.7039,0.7412746779200317,General PFN Classifier,0.00001,0.01,0.1,100000
9,0.5702045280842265,0.70525,0.7447859678374433,General PFN Classifier,0.00001,0.01,0.1,100000
10,0.570873952974939,0.7068,0.7476930704876229,General PFN Classifier,0.00001,0.01,0.1,100000
11,0.5696707039502016,0.7052,0.7498041874686422,General PFN Classifier,0.00001,0.01,0.1,100000
12,0.5643401979261143,0.7061,0.7517994365116992,General PFN Classifier,0.00001,0.01,0.1,100000
13,0.5746175062124896,0.705,0.7527142267541804,General PFN Classifier,0.00001,0.01,0.1,100000
14,0.566308792039847,0.70985,0.7543141121363628,General PFN Classifier,0.00001,0.01,0.1,100000
15,0.5730727852150134,0.697,0.7548405327263474,General PFN Classifier,0.00001,0.01,0.1,100000
16,0.5667498916577381,0.7079,0.755973507231707,General PFN Classifier,0.00001,0.01,0.1,100000
17,0.5591119641710998,0.7136,0.7574673102878454,General PFN Classifier,0.00001,0.01,0.1,100000
18,0.5658199043030951,0.7078,0.7583536378743694,General PFN Classifier,0.00001,0.01,0.1,100000
19,0.5606483312169458,0.71355,0.7595647973604621,General PFN Classifier,0.00001,0.01,0.1,100000
20,0.5562589599448404,0.714,0.7607136235493352,General PFN Classifier,0.00001,0.01,0.1,100000
21,0.5788935624110471,0.6975,0.7605190532148317,General PFN Classifier,0.00001,0.01,0.1,100000
22,0.5648131097198292,0.7033,0.7611464317284192,General PFN Classifier,0.00001,0.01,0.1,100000
23,0.5594240054962741,0.71295,0.7619962296630026,General PFN Classifier,0.00001,0.01,0.1,100000
24,0.5603129187966608,0.70845,0.762692412383817,General PFN Classifier,0.00001,0.01,0.1,100000
25,0.5548765740956471,0.71205,0.7635282940966035,General PFN Classifier,0.00001,0.01,0.1,100000
26,0.558584796015624,0.7092,0.7641533193644857,General PFN Classifier,0.00001,0.01,0.1,100000
27,0.5579616805170752,0.71155,0.7647473979857511,General PFN Classifier,0.00001,0.01,0.1,100000
28,0.5581943707860959,0.7123,0.7653013340069661,General PFN Classifier,0.00001,0.01,0.1,100000
29,0.5633129278186021,0.7135,0.7657131740463256,General PFN Classifier,0.00001,0.01,0.1,100000
30,0.5600686166316841,0.71025,0.7661399248033535,General PFN Classifier,0.00001,0.01,0.1,100000
31,0.5557631692688936,0.7159,0.7668158594751193,General PFN Classifier,0.00001,0.01,0.1,100000
32,0.5572288949398478,0.7113,0.7672310147540683,General PFN Classifier,0.00001,0.01,0.1,100000
33,0.5535448013217585,0.71515,0.7677579730836787,General PFN Classifier,0.00001,0.01,0.1,100000
34,0.5618869723028438,0.7091,0.7680592284307481,General PFN Classifier,0.00001,0.01,0.1,100000
35,0.5513687972809859,0.71585,0.7686182113156017,General PFN Classifier,0.00001,0.01,0.1,100000
36,0.550706349360715,0.7178,0.7691536511413645,General PFN Classifier,0.00001,0.01,0.1,100000
37,0.5482061364848143,0.7195,0.7697360225978438,General PFN Classifier,0.00001,0.01,0.1,100000
38,0.5560503425491843,0.71235,0.7700828020074808,General PFN Classifier,0.00001,0.01,0.1,100000
39,0.5595956368810812,0.71395,0.7702801833230617,General PFN Classifier,0.00001,0.01,0.1,100000
40,0.5529239331461062,0.7159,0.7706284109023058,General PFN Classifier,0.00001,0.01,0.1,100000
41,0.5489739295403668,0.71395,0.7710796580382033,General PFN Classifier,0.00001,0.01,0.1,100000
42,0.5529577373319371,0.71725,0.771446423718007,General PFN Classifier,0.00001,0.01,0.1,100000
43,0.5520142242786991,0.71385,0.7717810542600222,General PFN Classifier,0.00001,0.01,0.1,100000
